1	0	541739
2	0	415455
3	0	556928
4	0	536417
5	29832	571614
6	60766	550227
7	61109	570011
8	46277	605612
9	51061	624315
10	53074	637135
11	48239	577817
12	60430	625346
13	68033	587516
14	48972	574482
15	34115	399493
16	79738	614807
17	27857	622513
18	68487	480262
19	48436	493808
20	65706	542481
21	73251	481194
22	93401	502370
23	85222	495769
24	154272	662758
25	119228	700335
26	97302	549373
27	76727	489108
28	90123	428423
29	84147	500083
30	56934	378087
31	55433	661669
32	109036	706608
33	87864	694856
34	90894	603290
35	154009	956828
36	202901	1145139
37	160999	886860
38	201997	946281
39	236941	1144486
40	238065	1177932
41	185527	1184130
42	186315	1064872
43	177383	1139362
44	246230	1566055
45	268521	1451147
46	282520	1556561
47	336834	1879268
48	383591	1780419
49	367480	1530764
50	335036	1453255
51	348034	1496734
52	323751	1764512
53	275423	1655350
54	296285	1861472
55	283142	1954910
56	280881	1854142
57	243992	1708474
58	287722	1828064
59	453646	1848485
60	569537	2508152
61	510068	2253184
62	399093	1998405
63	513930	2310420
64	498695	2176382
65	421330	2090580
66	357259	2027625
67	506973	2175965
68	342757	2224790
69	314152	2140224
70	387581	2042079
71	503035	2408997
72	609323	2480608
73	520865	2009127
74	548856	1867753
75	591826	2178759
76	568617	2174855
77	488184	2471413
78	564355	2794942
79	549581	2898360
80	592104	2931669
81	518586	2699417
82	773520	2879796
83	840420	2754283
84	916483	2854233
85	829694	2829296
86	786210	2609134
87	852963	2836029
88	739327	2525642
89	535108	2506641
90	579962	2597240
91	540340	2814974
92	626653	2866582
93	587850	2768405
94	594819	2627658
95	414415	2359921
96	629775	2653665
97	738347	2765798
98	612920	2478856
99	749370	2716998
100	598542	2488012
101	727610	2636446
102	572712	2705264
103	535546	2857090
104	519547	2585144
105	554415	2766300
106	550979	2868721
107	632692	2807923
108	703396	2850723
109	793027	2849427
110	686926	2469042
111	543939	2194522
112	463763	1754709
113	350179	1694490
114	353448	2039023
115	397035	2287034
116	496327	2582761
117	562015	2689400
118	445205	2072348
119	526562	2232458
120	903974	2757382
121	862707	2641410
122	754612	2227092
123	869211	2987410
124	667966	2806945
125	639570	2862448
126	581856	2905191
127	598221	3117327
128	632795	3382792
129	559995	3087917
130	741002	3257639
131	840761	3135967
132	974937	3725980
133	849165	3044624
134	817277	3061243
135	1012570	3333239
136	953853	3443134
137	962178	4018913
138	861893	3877306
139	684839	4184139
140	816130	4396759
141	784929	4086323
142	954835	4584699
143	1066456	4551257
144	1101875	4385155
145	1305932	4676835
146	1295779	3991054
147	1718513	4520766
148	1308595	4212183
149	996097	4242969
150	837270	4310403
151	847909	4692259
152	858840	4788804
153	923631	4732232
154	1175581	4616170
155	1104629	4074501
156	1222314	4006177
157	1524458	3657058
158	1377792	3436732
159	1440750	3165218
160	1093743	3352189
161	902346	3940840
162	923911	4332394
163	885799	4610429
164	808788	4515516
165	849832	4275562
166	1037518	4560350
167	1274637	4621676
168	1430342	3706383
169	1683863	4873060
170	1573709	4206926
171	1962827	4960083
172	1856142	4815408
173	1334057	3937493
174	1018609	5182969
175	1287796	5892709
176	1399626	7092244
177	1250926	6221634
178	1515532	6891673
179	2119094	6313969
180	2079360	5504940
181	1789803	5513466
182	1774989	5887391
183	2600948	6758802
184	2246412	6673049
185	1579121	6634359
186	1370401	6368125
187	1063434	6307983
188	1428436	7449686
189	1277121	6768944
190	1882821	7188442
191	2910679	7070231
192	3388056	7446621
193	2344516	7671069
194	2777308	6848461
195	3114960	7831234
196	1979310	7182349
197	1758791	7410648
198	1646293	7340537
199	1392729	8113296
200	1880035	8274645
201	1962524	7835488
202	1815925	7848593
203	2663696	9180352
204	3180980	9695542
205	3772747	9768146
206	3256252	8067521
207	4087187	8895843
208	2831690	8394581
209	2286216	8728582
210	1913061	9323330
211	1907705	9852863
212	1623505	9758390
213	2152444	8415430
214	2078217	8123334
215	2084492	7984090
216	2778160	9249755
217	3191784	9133508
218	3175882	8443399
219	4187952	9156591
220	2325036	8835143
221	2269164	9497749
222	2051729	9674766
223	2155021	9973046
224	1838133	9877409
225	1846482	9386719
226	2115204	9460918
227	2702337	9009106
228	3636556	9373543
229	3777986	9274951
230	2563747	8090205
231	2488842	9431147
232	2344374	8537745
233	2362912	8816632
234	1911538	9299773
235	1564336	9681347
236	1683553	9314461
237	1660297	9004652
238	2051620	9301717
239	2962614	8812836
240	2953294	8958175
241	3162188	8527784
242	2648020	7693599
243	4058863	9025677
244	2642483	8042839
245	2300205	8402890
246	1960052	8437957
247	1606653	8882993
248	1648616	8583784
249	1729581	7945030
250	2288981	8311530
251	2090915	7917322
252	2212100	8433973
253	3352360	8313703
254	3485851	7579183
255	3074189	8086597
256	1891656	6728153
257	2450438	8064566
258	2191497	8055129
259	1643460	8622940
260	1517711	8359774
261	1662231	7927989
262	1723715	8054988
263	2038727	7698760
264	2286664	8170713
265	2344444	7828674
266	1874397	6792596
267	4086476	7538047
268	3708298	6912986
269	2037814	7090426
270	1640371	7484482
271	1378748	7865648
272	1526670	7781420
273	1161347	7282600
274	1477217	7569919
275	2046371	7683578
276	2465651	7829912
277	2515326	7628728
278	3267242	6784873
279	3662241	7551004
280	2629190	6873481
281	1581389	7490110
282	1704577	7455205
283	1562043	7713750
284	1214371	7642063
285	1495176	7392671
286	2117390	7455342
287	2043895	7139778
288	3551440	7386167
289	4224517	7376899
290	3820916	6760578
291	3796658	7167452
292	3118320	7091017
293	2489084	6534981
294	2055898	6741779
295	1291013	7354725
296	1387012	7468610
297	1284474	7106077
298	1695742	6988678
299	1986926	6843189
300	3032568	6945575
301	2606672	6876780
302	3604782	6257546
303	2387797	6381663
304	1977232	6432764
305	1822096	6493322
306	1289340	6099647
307	1081637	6588926
