308	1189742	6971403
309	1173604	6582135
310	1767828	6669887
311	2485447	6446877
312	3137889	6626395
313	3793540	4947218
314	2496745	3872816
315	3560603	4040488
316	3252562	3716203
317	2730957	3706233
318	1304919	3970128
319	917368	4530374
320	1021258	6251774
321	1328848	6510858
322	1449108	6914744
323	1820981	6369135
324	3149341	6274107
325	3611675	4565598
326	4165885	4565713
327	3525183	4310802
328	3263002	4765683
329	2590959	4665990
330	1897709	4956081
331	1018364	6625611
332	1544697	6685375
333	1214440	5928639
334	1566377	6239268
335	2328503	6248627
336	3874927	5553532
337	3911580	5231613
338	3167932	4222242
339	2352132	5230726
340	1558638	5423090
341	1300204	5666520
342	1260399	4955710
343	1063171	6122642
344	1277930	6177790
345	1192731	5860293
346	1596403	5757072
347	3129375	5711935
348	4891208	6128791
349	5538140	5955719
350	5071491	4944318
351	5104742	5590004
352	5466481	4246701
353	4134584	4258555
354	3618139	4943168
355	1840171	5931453
356	1655668	6312011
357	2235793	6207764
358	2479605	6317732
359	3277490	5899791
360	3888857	5845065
361	3837408	5591872
362	4555325	4888118
363	5344890	5208135
364	4497250	5138414
365	2431634	5036940
366	2051654	5256691
367	1925045	5844303
368	1590363	6071738
369	1706624	5736518
370	1834566	5840084
371	2566209	5400428
372	2578154	5454149
373	4395866	5437046
374	4980487	4613853
375	4708857	4791954
376	2976759	4634948
377	2646775	5209223
378	1337781	4982633
379	2043915	5535539
380	1784631	5827218
381	1702567	5481037
382	2156812	5629929
383	2347400	5632634
384	2318003	5877888
385	3465984	5864444
386	3990812	5056581
387	4042351	5582746
388	2685911	4961363
389	2150087	5085523
390	2118176	5186029
391	1990215	5686539
392	1946197	5584971
393	1904046	5459424
394	1936010	5420594
395	2697212	5380652
396	4956070	5541145
397	3872645	5556299
398	3249130	4912600
399	3598276	5433422
400	2332596	5001081
401	2172632	5115107
402	1764748	4776476
403	1587314	5353779
404	1729174	5418831
405	1675423	5218415
406	1949562	5241760
407	2022889	4920541
408	3614966	5172457
409	4602074	5196487
410	4077993	4734644
411	3757592	5087229
412	4074522	4949405
413	3301976	5074228
414	1873602	5075838
415	1439230	5234909
416	1579554	5150224
417	1531483	4949692
418	1822683	5243513
419	2847991	5137738
420	5351719	5306382
421	6393375	5203224
422	6216272	4902694
423	4534017	5307594
424	3188340	5152453
425	3199492	5282340
426	3203946	5150225
427	2730287	5322883
428	2765298	5345899
429	2189119	4808226
430	4120198	5336030
431	3732298	4906446
432	5086888	5051061
433	6571011	5037688
434	5284788	4467081
435	6037166	4798939
436	5323923	4903974
437	5174869	5389746
438	3864697	5244814
439	2968004	5419880
440	3000098	5318023
441	3185288	5060167
442	3591224	5189613
443	3803971	4949452
444	5309245	5191985
445	6392981	5239087
446	4684729	4572506
447	6996787	5314326
448	5720847	4712747
449	3429827	4893756
450	3011118	4949652
451	2915035	5323838
452	2994712	5364710
453	2943486	4987645
454	3604283	5095976
455	4115876	4934063
456	4874317	5257765
457	4127723	5226424
458	5082403	4719691
459	4329637	5003231
460	3546419	5020868
461	3302110	5013623
462	3179418	5083608
463	3082165	5365664
464	2685879	5357099
465	3380956	5173910
466	4033094	5302320
467	3949352	5107506
468	4833545	5263360
469	5588517	5216487
470	5027874	4801058
471	4489104	5112700
472	3498238	4908927
473	3349158	5056059
474	2970012	5047020
475	2576729	5246836
476	2688955	5254989
477	2751617	4978506
478	3671075	5220900
479	4227377	5021443
480	4793758	5047377
481	3776125	5110568
482	4237120	4557517
483	4581989	5066786
484	3360648	4895325
485	2946022	4886057
486	3152741	4739878
487	2617685	5061719
488	2216926	5030794
489	2753839	4774501
490	3569802	4842043
491	4216768	4730042
492	4860032	5034850
493	5138004	5008775
494	4940237	4523008
495	4563165	4903379
496	4834770	4659081
497	4617473	4895837
498	3344061	4762730
499	2665579	5061154
500	3102995	5004827
501	3188865	4889891
502	3654461	4826239
503	4594506	4774421
504	5789503	5028099
505	3864923	5043324
506	4749641	4576819
507	5799904	5032755
508	4545773	4710211
509	3751183	5015882
510	3550004	4577695
511	3425352	5045548
512	3069924	5064975
513	3098398	4846087
514	3799193	4990066
515	4538506	4878966
516	4586374	5033999
517	4568330	5034551
518	3976723	4690214
519	4572397	4854306
520	4372080	4734297
521	3424680	4864456
522	3382691	4722115
523	3063680	5057112
524	2244367	5044129
525	2668969	4863619
526	3762727	4867566
527	4547742	4853825
528	5692880	4957478
529	5262281	4974352
530	4346687	4502639
531	4027845	4943296
532	3657204	4427571
533	3258341	4739606
534	3072161	4583694
535	2990180	4976913
536	3216133	4931030
537	2547005	4702023
538	3435983	4761972
539	3846230	4503133
540	3792784	4511814
541	3869456	4366653
542	3933173	4003107
543	4173421	4531241
544	2973326	4525579
545	2308237	4681021
546	2261200	4602316
547	2151660	4899161
548	2142262	4886026
549	2148566	4675000
550	2671851	4770636
551	2996102	4639368
552	4717368	4626131
553	3806286	4635285
554	3759360	4233570
555	2911420	4818935
556	2710089	4098506
557	2975372	4583501
558	2687169	4517250
559	2708800	4729906
560	3033705	4684428
561	1395984	3635411
562	2801452	4049490
563	3843919	3877131
564	3798418	3944916
565	4853774	4065501
566	3556087	3881205
567	4194825	4163981
568	2953982	3777392
569	3020249	4487777
570	2951446	4340949
571	2664404	4697811
572	2178174	4675369
573	2598832	4576529
574	3939665	4469287
