0.000000000000000000e+00	2.530999999999999872e+01	1.892999999999999972e+01
5.075769424438476562e-01	2.530999999999999872e+01	2.048999999999999844e+01
8.078598976135253906e-01	2.533999999999999986e+01	2.207999999999999829e+01
1.110668897628784180e+00	2.533999999999999986e+01	2.257999999999999829e+01
1.417423963546752930e+00	2.533999999999999986e+01	2.360000000000000142e+01
1.717865943908691406e+00	2.535000000000000142e+01	2.437999999999999901e+01
2.022766113281250000e+00	2.535999999999999943e+01	2.523999999999999844e+01
2.322679996490478516e+00	2.537999999999999901e+01	2.525000000000000000e+01
2.624840021133422852e+00	2.537999999999999901e+01	2.519000000000000128e+01
2.927360057830810547e+00	2.537999999999999901e+01	2.496000000000000085e+01
3.232651948928833008e+00	2.537999999999999901e+01	2.451999999999999957e+01
3.532572984695434570e+00	2.537000000000000099e+01	2.410999999999999943e+01
3.835000038146972656e+00	2.537999999999999901e+01	2.376000000000000156e+01
4.137299060821533203e+00	2.537999999999999901e+01	2.455000000000000071e+01
4.439248085021972656e+00	2.539000000000000057e+01	2.667999999999999972e+01
4.742599964141845703e+00	2.542999999999999972e+01	3.117000000000000171e+01
5.042376995086669922e+00	2.551000000000000156e+01	3.718999999999999773e+01
5.342602014541625977e+00	2.555999999999999872e+01	4.010999999999999943e+01
5.647336006164550781e+00	2.564999999999999858e+01	4.640999999999999659e+01
5.947424888610839844e+00	2.580999999999999872e+01	5.346999999999999886e+01
6.252331972122192383e+00	2.596000000000000085e+01	5.990999999999999659e+01
6.557126998901367188e+00	2.605999999999999872e+01	6.381000000000000227e+01
6.857209920883178711e+00	2.603999999999999915e+01	6.615000000000000568e+01
7.157130956649780273e+00	2.605000000000000071e+01	6.901999999999999602e+01
7.462177991867065430e+00	2.619999999999999929e+01	7.314000000000000057e+01
7.762212038040161133e+00	2.642000000000000171e+01	7.670999999999999375e+01
8.067147970199584961e+00	2.669999999999999929e+01	8.004000000000000625e+01
8.367028951644897461e+00	2.689999999999999858e+01	8.254999999999999716e+01
8.667006015777587891e+00	2.689000000000000057e+01	8.401999999999999602e+01
8.974335908889770508e+00	2.678000000000000114e+01	8.440000000000000568e+01
9.277057886123657227e+00	2.667000000000000171e+01	8.431000000000000227e+01
9.579543113708496094e+00	2.660000000000000142e+01	8.398000000000000398e+01
9.877058029174804688e+00	2.651000000000000156e+01	8.340999999999999659e+01
1.018216991424560547e+01	2.646000000000000085e+01	8.273000000000000398e+01
1.048217606544494629e+01	2.639000000000000057e+01	8.162000000000000455e+01
1.078682088851928711e+01	2.635999999999999943e+01	8.034000000000000341e+01
1.109234094619750977e+01	2.632000000000000028e+01	7.814000000000000057e+01
1.139043903350830078e+01	2.630000000000000071e+01	7.626999999999999602e+01
1.169154310226440430e+01	2.637999999999999901e+01	7.787000000000000455e+01
1.199306607246398926e+01	2.664999999999999858e+01	8.168999999999999773e+01
1.230012297630310059e+01	2.700000000000000000e+01	8.465000000000000568e+01
1.260196089744567871e+01	2.744000000000000128e+01	8.714000000000000057e+01
1.290190196037292480e+01	2.782999999999999829e+01	8.915999999999999659e+01
1.320188689231872559e+01	2.796999999999999886e+01	9.054999999999999716e+01
1.350873804092407227e+01	2.782999999999999829e+01	9.125000000000000000e+01
1.381178092956542969e+01	2.758999999999999986e+01	9.126000000000000512e+01
1.411380696296691895e+01	2.739999999999999858e+01	9.101999999999999602e+01
1.440952491760253906e+01	2.730999999999999872e+01	9.078000000000000114e+01
1.471656608581542969e+01	2.721000000000000085e+01	8.970000000000000284e+01
1.501663899421691895e+01	2.710999999999999943e+01	8.821999999999999886e+01
1.532080793380737305e+01	2.703999999999999915e+01	8.675000000000000000e+01
1.562390089035034180e+01	2.698999999999999844e+01	8.518000000000000682e+01
1.592333507537841797e+01	2.692999999999999972e+01	8.285999999999999943e+01
1.622551703453063965e+01	2.687000000000000099e+01	7.937999999999999545e+01
1.653029298782348633e+01	2.682999999999999829e+01	7.584000000000000341e+01
1.683323907852172852e+01	2.680999999999999872e+01	7.168999999999999773e+01
1.713167810440063477e+01	2.678999999999999915e+01	6.801999999999999602e+01
1.743129611015319824e+01	2.678999999999999915e+01	6.506999999999999318e+01
1.773644709587097168e+01	2.678000000000000114e+01	6.264000000000000057e+01
1.804253792762756348e+01	2.676999999999999957e+01	6.042999999999999972e+01
1.834073305130004883e+01	2.676999999999999957e+01	5.839999999999999858e+01
1.864157509803771973e+01	2.675000000000000000e+01	5.645000000000000284e+01
1.894645309448242188e+01	2.673000000000000043e+01	5.457000000000000028e+01
1.924629902839660645e+01	2.671000000000000085e+01	5.274000000000000199e+01
1.955052208900451660e+01	2.669999999999999929e+01	5.235999999999999943e+01
1.985617899894714355e+01	2.698000000000000043e+01	6.106000000000000227e+01
2.015575408935546875e+01	2.725000000000000000e+01	6.753000000000000114e+01
2.045656704902648926e+01	2.733999999999999986e+01	7.137000000000000455e+01
2.076089501380920410e+01	2.735999999999999943e+01	7.495000000000000284e+01
2.106099700927734375e+01	2.742000000000000171e+01	7.784999999999999432e+01
2.136597394943237305e+01	2.750000000000000000e+01	8.018999999999999773e+01
